"","x"
"22697","cg10375870"
"22698","ch.6.215100R"
"22699","cg05062741"
"22700","cg03131527"
"22701","cg17932484"
"22702","cg26656175"
"22703","cg04503318"
"22704","cg12201380"
"22705","cg13146939"
"22706","cg18824501"
"22707","cg13447820"
"22708","cg01486814"
"22709","cg13070738"
"22710","cg00399175"
"22711","cg02175035"
"22712","cg12894110"
"22713","cg10790704"
"22714","cg17880889"
"22715","cg13451597"
"22716","cg26154888"
"22717","cg23325997"
"22718","cg19616121"
"22719","cg01612532"
"22720","cg03461559"
"22721","cg10361298"
"22722","cg13700207"
"22723","cg11648383"
"22724","cg06829157"
"22725","cg23163644"
"22726","cg16732626"
"22727","cg15721439"
"22728","cg05357660"
"22729","cg00924144"
"22730","cg07584860"
"22731","cg02964602"
"22732","cg20850981"
"22733","ch.3.2189626R"
"22734","cg01299945"
"22735","cg08143688"
"22736","cg09388113"
"22737","cg22658660"
"22738","cg10571993"
"22739","cg26985686"
"22740","cg14959695"
"22741","cg01023169"
"22742","cg07176342"
"22743","ch.11.29638519R"
"22744","cg18131537"
"22745","cg20788115"
"22746","cg07457143"
"22747","cg18565809"
"22748","cg27581118"
"22749","cg07958926"
"22750","cg12299303"
"22751","cg01034363"
"22752","cg23413494"
"22753","cg08807341"
"22754","cg20229362"
"22755","cg26192872"
"22756","cg08317801"
"22757","cg05740567"
"22758","cg03537740"
"22759","cg21483702"
"22760","cg07575166"
"22761","ch.1.1337107R"
"22762","cg26024202"
"22763","cg21872009"
"22764","cg27530298"
"22765","cg04507562"
"22766","cg09160912"
"22767","cg21561281"
"22768","cg20100668"
"22769","cg10502655"
"22770","cg14846372"
"22771","cg24277915"
"22772","cg00063040"
"22773","cg06409856"
"22774","cg17345620"
"22775","cg13031882"
"22776","cg07236150"
"22777","cg05178316"
"22778","cg11926425"
"22779","cg04120842"
"22780","cg07042346"
"22781","cg26578072"
"22782","ch.X.1851142F"
"22783","cg01708427"
"22784","cg00629088"
"22785","cg05288475"
"22786","cg16792258"
"22787","cg23536681"
"22788","cg12453585"
"22789","cg16511086"
"22790","cg20055924"
"22791","cg27110177"
"22792","cg05905475"
"22793","cg16741245"
"22794","cg15333674"
"22795","cg15015416"
"22796","cg15825417"
"22797","cg14380065"
"22798","cg18067520"
"22799","cg12035144"
"22800","cg14380061"
"22801","cg17514431"
"22802","cg14749638"
"22803","cg18032289"
"22804","cg09967487"
"22805","cg27615378"
"22806","cg09722408"
"22807","cg15956162"
"22808","cg08878372"
"22809","ch.8.2087691R"
"22810","cg12597233"
"22811","cg05585176"
"22812","cg08872924"
"22813","cg20499290"
"22814","cg26106149"
"22815","cg19913199"
"22816","cg13796559"
"22817","cg05267204"
"22818","cg02994009"
"22819","cg26516935"
"22820","cg22457503"
"22821","cg11748417"
"22822","cg25919023"
"22823","cg18488462"
"22824","cg18077968"
"22825","cg14914254"
"22826","ch.6.37043690R"
"22827","cg01221711"
"22828","cg01221716"
"22829","cg00573140"
"22830","cg14509631"
"22831","cg04572206"
"22832","cg24093429"
"22833","cg10332723"
"22834","cg01588019"
"22835","cg01238264"
"22836","ch.4.28965407R"
"22837","cg15663656"
"22838","cg11949115"
"22839","cg09676939"
"22840","cg03956267"
"22841","cg24604172"
"22842","cg18208799"
"22843","cg17282539"
"22844","cg08742408"
"22845","cg12814019"
"22846","cg13676665"
"22847","cg11420782"
"22848","cg11420780"
"22849","cg11797994"
"22850","cg18457818"
"22851","cg15142346"
"22852","cg11319512"
"22853","cg13546538"
"22854","cg15525002"
"22855","cg01291201"
"22856","cg01014087"
"22857","cg06389444"
"22858","cg13278890"
"22859","cg19631845"
"22860","cg02809028"
"22861","cg19432150"
"22862","cg22194396"
"22863","cg25941544"
"22864","cg00847250"
"22865","cg18813928"
"22866","cg23231910"
"22867","cg07359806"
"22868","cg14876603"
"22869","cg00389785"
"22870","cg26186929"
"22871","cg11138823"
"22872","cg25312939"
"22873","cg09785984"
"22874","cg16481584"
"22875","cg13542090"
"22876","cg12905620"
"22877","cg12589456"
"22878","cg25312935"
"22879","cg16842832"
"22880","cg23100810"
"22881","cg27451450"
"22882","cg02024219"
"22883","ch.1.3307476R"
"22884","cg18705643"
"22885","cg23571839"
"22886","cg22336754"
"22887","cg12593421"
"22888","cg24757850"
"22889","cg26973989"
"22890","cg23784912"
"22891","cg12482432"
"22892","cg12532477"
"22893","cg27166707"
"22894","cg10080807"
"22895","cg17235151"
"22896","cg17400285"
"22897","cg20405809"
"22898","cg10790060"
"22899","cg22651968"
"22900","cg24909667"
"22901","cg00308021"
"22902","cg08058591"
"22903","cg25714381"
"22904","ch.9.77250961R"
"22905","cg08281469"
"22906","cg14394692"
"22907","cg12268519"
"22908","cg26174018"
"22909","cg18531975"
"22910","cg00867694"
"22911","cg13462160"
"22912","cg00069967"
"22913","cg00026375"
"22914","cg14290291"
"22915","cg11094939"
"22916","cg02917156"
"22917","cg16266268"
"22918","cg15656181"
"22919","cg01323517"
"22920","cg23565563"
"22921","cg23559331"
"22922","cg02755446"
"22923","cg22753515"
"22924","cg17146997"
"22925","cg10188253"
"22926","cg08858091"
"22927","cg02459415"
"22928","cg22545618"
"22929","cg02768390"
"22930","cg05932005"
"22931","cg19600442"
"22932","ch.11.28744729R"
"22933","cg17930737"
"22934","cg16161715"
"22935","cg19961720"
"22936","cg17718576"
"22937","cg15103414"
"22938","cg15781794"
"22939","cg21832962"
"22940","cg19138325"
"22941","cg03102548"
"22942","cg17752899"
"22943","cg15541008"
"22944","cg07557024"
"22945","cg13733923"
"22946","cg05175158"
"22947","cg02112038"
"22948","cg05745461"
"22949","cg18626098"
"22950","cg15611131"
"22951","cg07934026"
"22952","cg26458287"
"22953","cg15223933"
"22954","cg08450058"
"22955","cg16345272"
"22956","cg15724941"
"22957","cg15271813"
"22958","cg12614029"
"22959","cg13475699"
"22960","cg18964454"
"22961","cg17442776"
"22962","cg10494770"
"22963","cg26709500"
"22964","cg26163719"
"22965","cg23280258"
"22966","ch.14.40801112R"
"22967","cg10102302"
"22968","cg04293703"
"22969","cg11793499"
"22970","cg05397813"
"22971","cg18098335"
"22972","cg12350288"
"22973","cg01444579"
"22974","cg20425154"
"22975","cg27004015"
"22976","cg01723761"
"22977","cg12178088"
"22978","cg12468496"
"22979","cg26375473"
"22980","cg17488052"
"22981","cg21349901"
"22982","cg18041403"
"22983","cg15046299"
"22984","cg15450946"
"22985","cg13243311"
"22986","cg08395822"
"22987","cg12053105"
"22988","cg18224798"
"22989","cg18449879"
"22990","cg00030176"
"22991","cg14157917"
"22992","cg20639942"
"22993","cg26080826"
"22994","cg07996278"
"22995","cg22942245"
"22996","cg18627328"
"22997","cg11296224"
"22998","cg04807739"
"22999","cg03511766"
"23000","cg24008516"
"23001","cg08802097"
"23002","cg06743811"
"23003","cg26984388"
"23004","cg03104055"
"23005","cg01577992"
"23006","cg05246098"
"23007","cg19710814"
"23008","cg03232621"
"23009","cg13345430"
"23010","cg10300729"
"23011","cg04952061"
"23012","cg02455094"
"23013","cg16194684"
"23014","cg11088743"
"23015","cg13830007"
"23016","cg20946538"
"23017","cg04331511"
"23018","cg18368637"
"23019","cg15711772"
"23020","cg02866761"
"23021","cg17422543"
"23022","cg01284415"
"23023","cg05534973"
"23024","cg04487904"
"23025","cg23234756"
"23026","cg11093872"
"23027","cg26774205"
"23028","cg13115957"
"23029","ch.2.1134293R"
"23030","cg19709928"
"23031","cg07077221"
"23032","cg16989201"
"23033","cg16389560"
"23034","cg09329606"
"23035","cg02362718"
"23036","cg14922922"
"23037","cg23920423"
"23038","cg11537447"
"23039","cg04279729"
"23040","cg03598919"
"23041","cg26111019"
"23042","cg25600555"
"23043","cg04860082"
"23044","cg16196201"
"23045","cg03585823"
"23046","cg15929241"
"23047","cg10062503"
"23048","cg10994086"
"23049","cg12131510"
"23050","cg23066139"
"23051","cg19613592"
"23052","cg04919234"
"23053","ch.5.12588653R"
"23054","cg00929655"
"23055","cg14268019"
"23056","cg26252151"
"23057","cg13264115"
"23058","cg14777702"
"23059","cg14411687"
"23060","cg26831562"
"23061","cg22461390"
"23062","cg20765571"
"23063","cg09662069"
"23064","cg20438427"
"23065","cg26120194"
"23066","cg00200408"
"23067","cg10016348"
"23068","cg24157008"
"23069","cg18512807"
"23070","cg06578353"
"23071","cg17233998"
"23072","cg06681656"
"23073","cg06310844"
"23074","cg00969731"
"23075","ch.3.36228213R"
"23076","cg08933409"
"23077","cg07966808"
"23078","cg12338731"
"23079","cg07200089"
"23080","cg05230009"
"23081","cg09458820"
"23082","cg01017464"
"23083","cg08680991"
"23084","cg18802268"
"23085","cg10214301"
"23086","cg02184175"
"23087","cg03312332"
"23088","cg22550275"
"23089","cg01214224"
"23090","cg24236654"
"23091","cg13242999"
"23092","cg00185189"
"23093","cg06786238"
"23094","cg13984997"
"23095","cg22254313"
"23096","cg11827837"
"23097","cg00047553"
"23098","cg22224202"
"23099","cg11820828"
"23100","cg20139368"
"23101","cg16319080"
"23102","cg00351097"
"23103","cg05147582"
"23104","cg23338752"
"23105","cg25794694"
"23106","cg11014854"
"23107","cg00175709"
"23108","cg19421346"
"23109","cg12953657"
"23110","cg19625866"
"23111","cg19654781"
"23112","cg20221094"
"23113","cg10815671"
"23114","ch.2.1028977R"
"23115","cg21713780"
"23116","cg03742947"
"23117","cg24902174"
"23118","cg10031648"
"23119","cg05796504"
"23120","cg21585671"
"23121","cg03478398"
"23122","cg26890920"
"23123","cg21220536"
"23124","cg05533705"
"23125","cg12284736"
"23126","ch.6.1385876F"
"23127","cg18843192"
"23128","cg01321873"
"23129","cg21420109"
"23130","cg03217360"
"23131","cg10217202"
"23132","cg17880604"
"23133","cg01149132"
"23134","cg26444097"
"23135","ch.10.72059822F"
"23136","ch.X.112318143R"
"23137","cg23616223"
"23138","cg24465197"
"23139","cg09746279"
"23140","cg24645778"
"23141","cg05711047"
"23142","cg09239705"
"23143","cg01177846"
"23144","cg09239700"
"23145","cg16580985"
"23146","cg19940401"
"23147","cg09021430"
"23148","cg21395152"
"23149","cg20461403"
"23150","cg07247405"
"23151","cg10881311"
"23152","cg27388763"
"23153","cg20823730"
"23154","cg27019019"
"23155","cg18031861"
"23156","cg10210354"
"23157","cg27309514"
"23158","cg00015286"
"23159","cg03953660"
"23160","cg13756790"
"23161","cg11591148"
"23162","cg01257601"
"23163","cg27380227"
"23164","cg18406492"
"23165","cg27604999"
"23166","cg21503490"
"23167","cg04363674"
"23168","cg04280377"
"23169","cg19132680"
"23170","cg21223771"
"23171","cg04943612"
"23172","cg18395499"
"23173","cg08485259"
"23174","cg05507249"
"23175","cg21768566"
"23176","cg04730071"
"23177","cg12524776"
"23178","cg02494853"
"23179","cg12861622"
"23180","cg08522655"
"23181","cg19446264"
"23182","cg05371438"
"23183","cg21808131"
"23184","cg16411111"
"23185","cg19530924"
"23186","cg07637183"
"23187","ch.10.1305203R"
"23188","cg00702341"
"23189","cg08715120"
"23190","cg08782158"
"23191","cg07124126"
"23192","cg05086178"
"23193","cg03149560"
"23194","cg18740872"
"23195","cg10409327"
"23196","cg04214566"
"23197","cg20245568"
"23198","cg13657659"
"23199","cg21774397"
"23200","ch.9.1872490F"
"23201","cg20727233"
"23202","cg12223801"
"23203","cg11100341"
"23204","cg16631682"
"23205","cg11829528"
"23206","cg09344229"
"23207","cg13881513"
"23208","cg14138610"
"23209","cg14056942"
"23210","cg22563742"
"23211","cg19605592"
"23212","cg14520573"
"23213","cg14520571"
"23214","ch.2.25452096R"
"23215","cg23238918"
"23216","cg10620911"
"23217","ch.7.1191358R"
"23218","cg26564280"
"23219","cg22259242"
"23220","cg01939924"
"23221","cg19246873"
"23222","cg22023035"
"23223","cg19573198"
"23224","cg00813765"
"23225","cg19178479"
"23226","cg02564175"
"23227","cg24449477"
"23228","cg04276977"
"23229","cg24113243"
"23230","cg26381718"
"23231","cg08657886"
"23232","cg06606511"
"23233","cg26282384"
"23234","cg22485774"
"23235","cg12602409"
"23236","cg12242204"
"23237","cg23567366"
"23238","cg10071277"
"23239","cg06797244"
"23240","cg22958715"
"23241","cg03672716"
"23242","cg07660283"
"23243","cg24147392"
"23244","cg06237353"
"23245","cg00395140"
"23246","cg17048610"
"23247","cg02081364"
"23248","cg19311253"
"23249","cg10040710"
"23250","cg07415359"
"23251","cg27323430"
"23252","cg02190786"
"23253","cg11077562"
"23254","cg14143323"
"23255","cg10430021"
"23256","cg02814420"
"23257","cg13170468"
"23258","cg03887417"
"23259","cg00883493"
"23260","cg02951021"
"23261","cg13632328"
"23262","cg06931695"
"23263","cg18095544"
"23264","cg11141368"
"23265","cg11512014"
"23266","cg21673077"
"23267","cg15989720"
"23268","cg08531263"
"23269","cg04890713"
"23270","cg10806562"
"23271","cg11496364"
"23272","cg15138289"
"23273","cg03989694"
"23274","ch.1.3533065R"
"23275","cg25051052"
"23276","cg22036057"
"23277","cg12305805"
"23278","cg20503050"
"23279","cg08685040"
"23280","cg24858066"
"23281","cg07596401"
"23282","cg09962984"
"23283","cg10018615"
"23284","cg06086071"
"23285","cg21024422"
"23286","cg11422233"
"23287","cg05764010"
"23288","cg05252279"
"23289","cg12496014"
"23290","cg11353380"
"23291","cg03984340"
"23292","cg11738208"
"23293","cg26020015"
"23294","cg16809962"
"23295","cg24200501"
"23296","cg00060715"
"23297","cg07607269"
"23298","cg05841219"
"23299","cg18899802"
"23300","cg24916345"
"23301","cg02080093"
"23302","cg04381153"
"23303","cg03228385"
"23304","cg06521472"
"23305","cg05965490"
"23306","ch.7.592198R"
"23307","cg00316015"
"23308","cg14633783"
"23309","cg10711974"
"23310","cg06001237"
"23311","cg16360247"
"23312","cg24420981"
"23313","cg14171109"
"23314","cg02603868"
"23315","cg05353454"
"23316","cg05922422"
"23317","cg22809606"
"23318","cg13523312"
"23319","cg14337472"
"23320","cg07593637"
"23321","cg05013661"
"23322","cg13647446"
"23323","cg07493704"
"23324","cg14322233"
"23325","cg15983005"
"23326","ch.11.1623093R"
"23327","cg21777602"
"23328","cg09160038"
"23329","cg27568983"
"23330","cg22614748"
"23331","cg27379587"
"23332","cg00110695"
"23333","cg20500081"
"23334","cg03596320"
"23335","cg25154059"
"23336","cg08620479"
"23337","cg14770633"
"23338","cg05107246"
"23339","cg23987345"
"23340","cg07285953"
"23341","cg14190817"
"23342","cg05740793"
"23343","cg21493212"
"23344","cg10635055"
"23345","ch.4.868459F"
"23346","cg15902089"
"23347","cg15480367"
"23348","cg16617243"
"23349","cg03688085"
"23350","cg00750806"
"23351","cg00666641"
"23352","cg08592493"
"23353","cg15812873"
"23354","cg02499453"
"23355","cg27643205"
"23356","cg07713242"
"23357","cg00831633"
"23358","cg03552804"
"23359","cg17965159"
"23360","cg23583168"
"23361","cg04659537"
"23362","cg19265480"
"23363","cg24197059"
"23364","cg22804606"
"23365","cg08369576"
"23366","cg00880918"
"23367","cg07602567"
"23368","cg09391705"
"23369","cg08608094"
"23370","cg24990321"
"23371","cg00421164"
"23372","cg03536022"
"23373","cg08477687"
"23374","cg26877905"
"23375","cg16458868"
"23376","cg13820145"
"23377","cg15096958"
"23378","cg03226121"
"23379","cg09003710"
"23380","cg00070242"
"23381","cg14824266"
"23382","cg13898157"
"23383","cg19188370"
"23384","cg24828975"
"23385","cg05956803"
"23386","cg19950606"
"23387","cg05924485"
"23388","cg02841824"
"23389","cg05178291"
"23390","cg14482952"
"23391","cg02491787"
"23392","cg04607024"
"23393","cg01008310"
"23394","cg06421197"
"23395","ch.4.22775409R"
"23396","cg02380878"
"23397","cg11769349"
"23398","cg18547838"
"23399","cg12521910"
"23400","cg20149362"
"23401","cg14968758"
"23402","cg10769570"
"23403","cg11137761"
"23404","cg10173291"
"23405","cg02995567"
"23406","cg21700582"
"23407","cg11515702"
"23408","cg10838086"
"23409","cg10977271"
"23410","cg08610461"
"23411","cg18938933"
"23412","cg02646394"
"23413","cg02368737"
"23414","cg26356683"
"23415","cg05172609"
"23416","ch.1.1168472R"
"23417","ch.1.953398R"
"23418","cg02147805"
"23419","cg18515801"
"23420","cg15985400"
"23421","cg13509363"
"23422","cg25052933"
"23423","cg10490473"
"23424","cg24735225"
"23425","cg03263247"
"23426","cg17361593"
"23427","cg16795898"
"23428","cg00591895"
"23429","cg09103600"
"23430","cg06864633"
"23431","cg18534061"
"23432","cg13209907"
"23433","cg24508659"
"23434","cg06065800"
"23435","cg06258261"
"23436","cg26664737"
"23437","cg01529454"
"23438","cg21749456"
"23439","cg24284539"
"23440","cg13983776"
"23441","cg25816031"
"23442","cg15645254"
"23443","cg03900861"
"23444","ch.2.2134493R"
"23445","cg18956540"
"23446","cg14377951"
"23447","cg16599974"
"23448","cg16999568"
"23449","cg05299094"
"23450","cg07693880"
"23451","cg00252696"
"23452","cg12507167"
"23453","cg13074203"
"23454","cg26785106"
"23455","cg09188484"
"23456","cg03437666"
"23457","cg23325483"
"23458","ch.4.135914028F"
"23459","cg03068646"
"23460","cg11522493"
"23461","cg05167782"
"23462","cg13686799"
"23463","cg19339916"
"23464","cg24390820"
"23465","cg26312150"
"23466","cg13056943"
"23467","cg24743237"
"23468","cg14819618"
"23469","cg18639129"
"23470","cg26408382"
"23471","cg12503656"
"23472","cg13057098"
"23473","cg12442125"
"23474","cg22411415"
"23475","cg20469879"
"23476","cg12387604"
"23477","cg13644150"
"23478","cg27635845"
"23479","cg09302776"
"23480","cg21397124"
"23481","cg26873329"
"23482","cg06058079"
"23483","cg21941844"
"23484","cg23711760"
"23485","cg15324580"
"23486","cg18339788"
"23487","cg05942150"
"23488","cg04695373"
"23489","cg15554966"
"23490","cg21117728"
"23491","cg24447866"
"23492","cg07716603"
"23493","cg10840615"
"23494","cg13984200"
"23495","cg13347918"
"23496","cg05988315"
"23497","cg10132197"
"23498","cg02153534"
"23499","cg27389562"
"23500","cg09293857"
"23501","cg16264520"
"23502","cg16964533"
"23503","cg06658067"
"23504","cg08155050"
"23505","cg19262968"
"23506","cg17305529"
"23507","cg07915323"
"23508","cg27551618"
"23509","cg00269725"
"23510","cg23685885"
"23511","cg24013697"
"23512","cg16126312"
"23513","cg15229496"
"23514","cg17526060"
"23515","cg14588027"
"23516","cg09932312"
"23517","ch.2.4366798R"
"23518","cg05150023"
"23519","cg08527324"
"23520","cg12028326"
"23521","cg27078188"
"23522","cg10678908"
"23523","cg21479762"
"23524","cg13103473"
"23525","cg03353863"
"23526","cg06208665"
"23527","cg15831820"
"23528","cg06150148"
"23529","cg23645046"
"23530","cg24849633"
"23531","cg22649289"
"23532","cg21339555"
"23533","cg26818235"
"23534","cg13821031"
"23535","cg24397884"
"23536","cg04730459"
"23537","cg20703581"
"23538","cg11656405"
"23539","cg13911697"
"23540","cg09164211"
"23541","cg17620395"
"23542","cg03890814"
"23543","cg00238038"
"23544","cg22745624"
"23545","cg26120756"
"23546","cg11942910"
"23547","cg11822772"
"23548","cg12329407"
"23549","cg22713752"
"23550","cg27143049"
"23551","ch.16.85413264R"
"23552","cg06256374"
"23553","cg16197202"
"23554","cg07772660"
"23555","cg01630130"
"23556","cg18890249"
"23557","cg10190253"
"23558","cg19567735"
"23559","cg26555136"
"23560","cg00992711"
"23561","cg09502876"
"23562","cg13514165"
"23563","ch.5.696714R"
"23564","cg00345366"
"23565","cg20904024"
"23566","cg02027263"
"23567","ch.3.753362R"
"23568","cg22120509"
"23569","cg18175611"
"23570","cg20556216"
"23571","cg13986117"
"23572","cg26437564"
"23573","cg02162720"
"23574","cg02424007"
"23575","cg01313422"
"23576","cg19716414"
"23577","cg09314984"
"23578","cg25045882"
"23579","cg07127357"
"23580","cg22675593"
"23581","cg22505295"
"23582","cg09954161"
"23583","cg23355166"
"23584","cg19292712"
"23585","cg10435092"
"23586","cg03893095"
"23587","cg08291487"
"23588","cg15834952"
"23589","cg07532159"
"23590","cg01227815"
"23591","cg04492721"
"23592","cg07255151"
"23593","cg07382826"
"23594","cg21287411"
"23595","cg06154111"
"23596","cg19014419"
"23597","cg00081046"
"23598","cg19282952"
"23599","cg04376997"
"23600","cg09410752"
"23601","cg26163108"
"23602","cg08191781"
"23603","cg24453767"
"23604","cg22942169"
"23605","cg11042620"
"23606","ch.13.1744822R"
"23607","cg10346077"
"23608","cg11437923"
"23609","cg05281965"
"23610","cg11249173"
"23611","cg00459447"
"23612","cg27633877"
"23613","cg02698926"
"23614","cg10836855"
"23615","cg01822759"
"23616","cg24725360"
"23617","cg20354859"
"23618","cg01585069"
"23619","cg15421933"
"23620","cg13324934"
"23621","cg26090660"
"23622","cg01856162"
"23623","cg03048201"
"23624","cg03045635"
"23625","cg14217211"
"23626","ch.6.2380480F"
"23627","cg25013586"
"23628","cg19414302"
"23629","cg00038131"
"23630","cg19667731"
"23631","cg13027965"
"23632","cg23893942"
"23633","cg24779195"
"23634","cg00446213"
"23635","cg22914764"
"23636","cg13548810"
"23637","cg08819601"
"23638","cg18037912"
"23639","cg00717180"
"23640","cg15455979"
"23641","cg23733386"
"23642","cg09824202"
"23643","cg09011231"
"23644","cg23846955"
"23645","cg22887949"
"23646","cg06552182"
"23647","cg26317888"
"23648","cg01436634"
"23649","cg05702725"
"23650","cg06235145"
"23651","cg12019705"
"23652","ch.10.20745226R"
"23653","cg16777910"
"23654","cg08897010"
"23655","cg01359534"
"23656","cg25749565"
"23657","cg08648727"
"23658","cg23199403"
"23659","cg07454108"
"23660","cg08681966"
"23661","cg02228037"
"23662","cg04944980"
"23663","cg23195753"
"23664","cg23598310"
"23665","cg16347377"
"23666","cg16832693"
"23667","cg16650896"
"23668","cg02574101"
"23669","cg18724061"
"23670","cg20064153"
"23671","cg18089931"
"23672","cg15883417"
"23673","cg15239694"
"23674","cg15484375"
"23675","cg25049941"
"23676","cg03309938"
"23677","ch.5.27122179R"
"23678","cg00034731"
"23679","cg00048838"
"23680","cg27494111"
"23681","cg14261401"
"23682","cg11238952"
"23683","cg01544851"
"23684","cg15466862"
"23685","cg10897637"
"23686","cg03789791"
"23687","cg24494643"
"23688","cg11114487"
"23689","cg15032462"
"23690","cg01460095"
"23691","cg20024850"
"23692","cg24040115"
"23693","cg13751596"
"23694","cg02738677"
"23695","cg22833127"
"23696","cg12298598"
"23697","cg07477922"
"23698","cg09808196"
"23699","cg14669906"
"23700","cg05053751"
"23701","cg18900535"
"23702","cg08078541"
"23703","cg00963079"
"23704","cg16880856"
"23705","cg14386548"
"23706","cg09436495"
"23707","cg25597745"
"23708","ch.11.1215826R"
"23709","cg16393749"
"23710","cg03353474"
"23711","cg26009970"
"23712","cg14966613"
"23713","cg03655147"
"23714","cg01567591"
"23715","cg06569861"
"23716","cg21843262"
"23717","cg05808124"
"23718","cg24173584"
"23719","cg24592527"
"23720","cg16308229"
"23721","cg08097057"
"23722","ch.13.36227054R"
"23723","cg00183546"
"23724","cg14384940"
"23725","cg04318657"
"23726","cg06990460"
"23727","cg11635555"
"23728","cg16248785"
"23729","cg10622068"
"23730","cg11243634"
"23731","cg10429580"
"23732","cg22272240"
"23733","cg07279579"
"23734","cg01689796"
"23735","cg17592182"
"23736","cg21118250"
"23737","cg09607043"
"23738","cg12769333"
"23739","ch.18.1002961R"
"23740","cg09099653"
"23741","cg12078958"
"23742","cg25494814"
"23743","cg09809246"
"23744","cg18107019"
"23745","cg09891288"
"23746","cg08307867"
"23747","cg20355731"
"23748","cg02090069"
"23749","cg07957551"
"23750","ch.2.43155345R"
"23751","cg06868307"
"23752","cg20230305"
"23753","cg13769046"
"23754","cg14939641"
"23755","cg05641180"
"23756","cg02989230"
"23757","cg13738155"
"23758","cg22950856"
"23759","cg06604030"
"23760","cg21605271"
"23761","cg00234975"
"23762","cg17734273"
"23763","cg18903373"
"23764","cg19263575"
"23765","cg23173817"
"23766","cg13565382"
"23767","cg10574944"
"23768","cg00673081"
"23769","cg02637978"
"23770","cg02773756"
"23771","cg00920789"
"23772","cg13129612"
"23773","cg07437235"
"23774","cg14182610"
"23775","cg03760336"
"23776","cg15839173"
"23777","cg08312083"
"23778","cg10755878"
"23779","cg03955314"
"23780","cg27475235"
"23781","cg13315130"
"23782","cg18588930"
"23783","cg07962218"
"23784","cg22961716"
"23785","cg25553128"
"23786","cg11026443"
"23787","cg15712821"
"23788","cg00291837"
"23789","cg22684316"
"23790","cg22018116"
"23791","cg03768847"
"23792","cg11524260"
"23793","cg13691259"
"23794","cg21399445"
"23795","cg16513855"
"23796","cg20215831"
"23797","cg18050139"
"23798","cg11698529"
"23799","cg07592681"
"23800","cg06467769"
"23801","cg04737405"
"23802","cg18146001"
"23803","cg03783258"
"23804","cg06328456"
"23805","cg17976157"
"23806","cg20598295"
"23807","cg07055143"
"23808","cg09812642"
"23809","cg14301118"
"23810","cg13629132"
"23811","cg05298120"
"23812","cg11594927"
"23813","cg19632366"
"23814","ch.9.1009386R"
"23815","cg27172866"
"23816","cg23243982"
"23817","cg09797837"
"23818","cg19667559"
"23819","cg19486482"
"23820","cg05149720"
"23821","cg22924550"
"23822","cg15206500"
"23823","cg09816349"
"23824","cg01703390"
"23825","cg20334591"
"23826","cg00049947"
"23827","cg18299157"
"23828","cg07469929"
"23829","cg00847826"
"23830","cg04688024"
"23831","cg17437640"
"23832","cg20125424"
"23833","cg07006564"
"23834","cg07721848"
"23835","cg00539325"
"23836","cg04259971"
"23837","cg09829573"
"23838","cg03462115"
"23839","cg07963676"
"23840","cg09556042"
"23841","cg10784548"
"23842","cg02813741"
"23843","cg12784172"
"23844","ch.7.13771440F"
"23845","cg07572949"
"23846","cg02568557"
"23847","cg13390326"
"23848","cg26420606"
"23849","cg04731120"
"23850","cg09604762"
"23851","cg25103766"
"23852","cg16327974"
"23853","cg02759635"
"23854","cg04484136"
"23855","ch.2.797627R"
"23856","cg02269636"
"23857","cg05454323"
"23858","ch.2.74841720R"
"23859","ch.15.1681270R"
"23860","cg21906539"
"23861","cg14061793"
"23862","cg15297235"
"23863","cg15426604"
"23864","cg05887495"
"23865","cg07775117"
"23866","cg00093354"
"23867","cg12581354"
"23868","ch.9.1874451R"
"23869","cg16716316"
"23870","cg12404182"
"23871","ch.8.143138149R"
"23872","cg26945361"
"23873","cg12978143"
"23874","cg25569624"
"23875","cg18975690"
"23876","cg27515272"
"23877","cg10809872"
"23878","cg02125400"
"23879","cg11544953"
"23880","cg25315819"
"23881","cg06383397"
"23882","cg10307051"
"23883","cg25815683"
"23884","ch.1.155695640R"
"23885","cg10209300"
"23886","cg27209972"
"23887","cg21051031"
"23888","cg19259829"
"23889","cg14470332"
"23890","cg25265805"
"23891","cg00913289"
"23892","cg10273420"
"23893","cg03919013"
"23894","cg25959474"
"23895","cg24624624"
"23896","cg24159447"
"23897","cg12184445"
"23898","cg22041446"
"23899","cg25837984"
"23900","cg23443853"
"23901","cg17621419"
"23902","cg27426146"
"23903","cg25481201"
"23904","cg10171307"
"23905","cg14533605"
"23906","cg00910586"
"23907","cg14533609"
"23908","cg18567687"
"23909","cg10999122"
"23910","cg10095967"
"23911","cg20685897"
"23912","cg16863052"
"23913","ch.16.1427106R"
"23914","cg07772467"
"23915","cg11966284"
"23916","cg14474302"
"23917","cg01889070"
"23918","cg22478447"
"23919","cg14803350"
"23920","cg01906102"
"23921","cg12926137"
"23922","cg00994644"
"23923","cg20447508"
"23924","cg00703061"
"23925","cg04865480"
"23926","cg03589733"
"23927","ch.3.1021608R"
"23928","cg01339484"
"23929","cg06887555"
"23930","cg27537453"
"23931","cg05986831"
"23932","cg08223835"
"23933","cg18943033"
"23934","cg24538625"
"23935","cg17053678"
"23936","cg18329689"
"23937","cg02095530"
"23938","cg00601819"
"23939","cg02642031"
"23940","ch.17.49517645R"
"23941","cg23103346"
"23942","cg15902329"
"23943","cg13095300"
"23944","cg23699046"
"23945","cg26874753"
"23946","cg22276619"
"23947","cg21660300"
"23948","cg16636692"
